,precision,recall,f1-score,support
Quality control,0.7413127413127413,0.7649402390438247,0.7529411764705882,251.0
Measurement,0.9166666666666666,0.8505154639175257,0.8823529411764706,194.0
Project Organisation / Documentation,0.5357142857142857,0.37037037037037035,0.43795620437956206,81.0
Parameter,0.559748427672956,0.5741935483870968,0.5668789808917197,155.0
Cleanliness,0.9655172413793104,0.6363636363636364,0.7671232876712328,44.0
GN&C,0.6387096774193548,0.75,0.6898954703832753,132.0
Materials / EEEs,0.7022900763358778,0.6764705882352942,0.6891385767790262,136.0
OBDH,0.6698564593301436,0.6167400881057269,0.6422018348623854,227.0
Space Environment,0.8448275862068966,0.6511627906976745,0.7354596622889306,301.0
Propulsion,0.9710144927536232,0.67,0.7928994082840237,100.0
Nonconformity,0.4888888888888889,0.6666666666666666,0.5641025641025641,33.0
System engineering,0.6421052631578947,0.5495495495495496,0.5922330097087378,111.0
Project Scope,0.7083333333333334,0.5964912280701754,0.6476190476190476,114.0
Telecom.,0.6018518518518519,0.6190476190476191,0.6103286384976526,105.0
Power,0.6956521739130435,0.6956521739130435,0.6956521739130435,138.0
Thermal,0.64,0.7920792079207921,0.7079646017699115,101.0
Structure & Mechanism,0.4051724137931034,0.5595238095238095,0.47,84.0
Safety / Risk (Control),0.7474747474747475,0.7708333333333334,0.7589743589743589,96.0
micro avg,0.7001303780964798,0.6704119850187266,0.6849489795918368,2403.0
macro avg,0.693063129289151,0.6561444618414523,0.6668734409873627,2403.0
weighted avg,0.714771565024054,0.6704119850187266,0.6868927506286722,2403.0
